global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70
831.3556952479396	n/a	n/a	691152.292021185	1081.0320788270212	n/a	n/a	1168630.355453071	803.8070619078889	n/a	n/a	646105.7927729926	858.9466579031437	774.8443810390993	n/a	n/a	n/a	n/a	-0.0564933466	-0.057171926	-0.050652289	0.0424724853	-0.166530144	0.1324773045	0.0329982607	0.0283546462	-0.0174615937	0.0544198114	-0.0220624062	0.0703581098	0.0067884934	-0.0109276275	0.0306036221	0.0231356168	-0.0641329219	0.091791358	0.155813425	-0.0629016701	0.0351162575	-0.0081848321	-0.1156770087	-0.0333909272	-0.0270944386	0.0400050533	-0.0039152822	-0.0668634687	-0.0115935309	0.0398466979	-0.0099229511	0.0092948009	-0.0117127662	0.066415255	-0.0149109158	0.042207311	-0.1517259516	0.0249730432	-0.0220923962	0.0779963662	-0.0238491068	0.0392595929	0.0649294352	-0.0843829072	0.0944979625	-0.055010464	0.0637709531	-0.119456853	0.036280502	-0.1070701632	0.1599020678	-0.0475786499	0.091907974	-0.0953681394	0.0353882739	-0.0362583946	0.0807765703	-0.005751782	0.0125834281	-0.0867300025	0.1339294372	-0.1334556053	0.1236331787	-0.0276839055	0.0999969158	0.0999876632	0.099972243	0.099950656	0.0999229036	0.0998889875	0.0998489097	0.0998026728	0.1361919350101317	n/a	n/a	0.0185482431618039	0.2984690752025329	n/a	0.0890837888522552	n/a	-0.8358853578039103	n/a	0.6987043313909711	n/a	0.0354013844411448	n/a	0.0012532580203497	n/a	0.0001709764930482	n/a	2.9232961175061175e-08	n/a	-8.905329547276644e-05	n/a	n/a	7.930489434559844e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
826.5018582491163	-4.85383699882334	23.559733611146367	683105.3216892423	1071.508877633632	-9.52320119338924	90.69136096977026	1148131.2748476858	801.2923370010551	-2.5147249068337487	6.323841357050006	642069.4093366124	859.275261249948	785.7381294126611	1.0068	45.625084	0.170553177347072	0.0703686887752409	-0.0902227989	-0.0476079906	-0.0173661767	-0.0219738412	-0.1617208674	0.0327439781	0.0167899238	-0.0097729232	0.0015185487	0.0224828008	-0.0304645988	0.0501518986	-0.0296098988	-0.0235081625	0.0639518532	0.0785738138	-0.0382524757	0.1306415097	0.0772868071	-0.0756932955	0.0400477605	0.0707751637	-0.113143262	-0.1017994974	0.0933972554	-0.0158721568	-0.0193619258	-0.0417369513	0.0230366158	-0.0171893624	0.0073874756	0.0605214467	-0.0557125442	0.0315920222	-0.0642026609	0.0538864325	-0.0555234397	0.0318886367	-0.0615406063	0.1405057509	-0.0578557323	0.0696582543	0.0713506996	-0.0530898796	0.0718168712	-0.0547076864	0.1174034356	-0.1147782389	0.0811181135	-0.0615803477	0.1129100149	0.0161958946	0.07495288	-0.1299964471	0.0795950338	0.0077935329	0.0989346092	0.0144538896	-0.003508028	-0.0426972499	0.1251672975	0.0017065606	0.1255510143	0.0010023165	0.099972243	0.0998889875	0.0997502796	0.0995561965	0.0993068457	0.0990023658	0.0986429257	0.0982287251	0.1558364422514131	0.0196445072412814	0.0003859066647527	0.024284996733578	0.328021995368303	0.0295529201657701	0.107598429445403	0.0008733750903243	-0.800947354185098	0.0349380036188122	0.6415166641761089	0.0012206640968681	0.0361067028672825	0.0007053184261376	0.0013036939919462	4.974740822493593e-07	0.0006189730852836	0.0004479965922354	3.831276803054988e-07	2.007009466545313e-07	0.0004859866125783	0.000575039908051	3.3067089585137897e-07	2.3618298760533066e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
828.5923141808482	2.090455931731981	4.370006002513424	686565.2231195736	1078.5587175449648	7.0498399113328105	49.70024277542101	1163288.907192239	803.8491793226922	2.556842321637077	6.537442657714481	646173.5030977657	854.6040541466247	761.7446374610821	1.037576	47.019749	0.1697928698203436	0.120649859163243	-0.0615146776	-0.0522274241	-0.0716480242	0.0764532688	-0.1342587838	0.128507706	0.0313601072	0.0073306574	-0.0618188915	0.0475522164	-0.0310333427	0.04405271	0.0245121582	-0.017214721	0.0742477738	0.0611845412	-0.045603101	0.0378748404	0.1619730143	-0.068217464	0.0737282612	-0.0214426333	-0.0744561366	0.021185923	0.0354093997	0.0429951813	-0.0459344621	-0.0855678585	-0.0270096464	0.0375538996	-0.039278032	-0.0366727144	0.0154473641	0.0706525641	-0.0352195503	0.0477369356	-0.1686651447	0.0212561261	-0.0381710684	0.0671134873	-0.0014087199	0.0374834458	0.0657985975	-0.1032331352	0.0793609396	-0.0437829209	0.0554413159	-0.1244860692	0.0809629062	-0.1014865171	0.2025563234	-0.094039023	0.1327324804	-0.0898872191	0.0399265885	-0.0425024333	0.0354737015	0.0386816577	0.0305190095	-0.1134607828	0.1426309632	-0.2017196557	0.1441973685	-0.0328812198	0.0999229036	0.0996917334	0.0993068457	0.0987688341	0.098078528	0.097236992	0.0962455236	0.0951056516	0.1350886858410547	-0.0207477564103583	0.0004304693960635	0.0182489530422631	0.3380837645856331	0.01006176921733	0.1143006318763937	0.0001012391997828	-0.7909270988093979	0.0100202553757	0.6255656756310511	0.0001004055177942	0.0339324563419572	-0.0021742465253253	0.0011514115933988	4.727347952889148e-06	0.000504953185185	-0.0001140199000986	2.549777192284769e-07	1.3000537618494741e-08	0.0001949912616631	-0.0002909953509151	8.467829425426037e-08	3.802159212496753e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
817.1114168495001	-11.48089733134816	131.8110035329573	667671.0675457974	1065.740433265423	-12.818284279541786	164.30841187114808	1135802.6710967715	799.2794322748293	-4.569747047862848	20.88258808145121	638847.6108575735	856.7517798890459	745.3987294951278	1.923516	87.167809	1.915539907272204	1.1275091707161495	-0.0606351018	-0.1228074496	0.0116490201	-0.0200077215	-0.193024664	-0.1480912911	-0.0341730797	-0.0006066796	0.2186531234	0.0934310026	0.0301689835	0.0391947941	-0.0756764261	-0.0499745108	0.0793086786	0.0313240633	0.011070153	0.1844930498	0.0227216839	-0.0896108349	-0.0592505649	0.1547302007	-0.0390343426	-0.1356783673	0.0259962455	0.0953376935	-0.0782211911	0.0314566097	0.096253958	-0.012352915	0.0378673121	0.1772064372	-0.1728040139	-0.0421924995	-0.1031305441	0.0312506489	0.0227341441	-0.0098620386	-0.082454239	0.0739067303	-0.1053640691	0.0803460407	0.0701840545	-0.0377170703	0.1266134349	-0.12642067	0.1977796631	-0.0637140459	-0.0542393878	-0.0814143984	-0.0270113049	0.0844123682	-0.0444554254	-0.1487711391	0.0341950825	-0.0017982656	0.2097901479	0.0395910478	-0.0877625953	0.1653080959	0.15501804	0.2996809716	-0.0486414885	0.2305265779	0.0998489097	0.0993960955	0.0986429257	0.0975916762	0.0962455236	0.0946085359	0.0926856596	0.0904827052	0.2520469807940486	0.1169582949529938	0.0136792427583115	0.0635276805273954	0.8009400324464764	0.4628562678608433	0.6415049355753626	0.2142359246980687	-1.2072426645804697	-0.4163155657710717	1.4574348511833524	0.1733186503032875	0.0501308959544036	0.0161984396124464	0.0025131067291912	0.000262389445878	-0.0013310961975261	-0.0018360493827111	1.7718170870684423e-06	3.3710773357538117e-06	0.0005486978402515	0.0003537065785884	1.25108343736712e-07	3.010693198966606e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
800.7431650133162	-16.368251836183845	267.9196681727358	641189.616315543	995.1141758476638	-70.62625741775923	4988.068236839591	990252.2229729752	785.5672288215023	-13.712203453326993	188.0245235454327	617115.8709982947	839.5436431884766	742.9489920688109	2.25514	102.195984	2.256129352046915	1.4073744584805388	0.0508243739	-0.1441119334	0.0208934953	-0.0849875683	-0.194622693	-0.097098218	-0.2450894992	0.1624228984	0.2049629704	-0.0344732415	0.0510907108	0.1181781023	-0.203304183	-0.0082171862	0.0665185644	-0.0465284945	-0.0013956643	-0.0855797874	-0.1137624386	0.2183761986	-0.0642946143	0.4210042981	0.06349202	-0.102098874	-0.2371199234	0.228896357	0.0461739342	0.0808165218	0.2478422055	-0.0360246696	0.1781610308	0.1084501529	-0.1147030356	0.34022299	0.2693484762	-0.197256263	0.3450083795	0.0728803174	0.1876441456	0.0896282301	-0.1713098114	0.0071756718	0.0413772538	0.111292114	0.0767967344	-0.1280251647	0.1905699001	-0.0217486633	-0.1931634732	0.0059951928	-0.2234945391	0.1477453676	-0.1222836333	0.1513099865	-0.0810881928	0.0266013048	0.1085880627	-0.3527920801	-0.2166949094	0.2729933533	-0.2176435403	0.1806739204	0.038687465	0.0303143944	0.0997502796	0.0990023658	0.0977599938	0.0960293686	0.0938191336	0.0911403277	0.0880063298	0.0844327926	0.1533933687742461	-0.0986536120198024	0.0097325351645537	0.0235295255839118	0.0383653616344474	-0.762574670812029	0.0014719009733419	0.5815201285640744	-0.9851298112169218	0.2221128533635479	0.970480744948288	0.0493341196292969	0.0285728630545441	-0.0215580328998595	0.0008164085031337	0.0004647487825114	-0.0021421202276485	-0.0008110240301223	4.5886790697008605e-06	6.577599774359794e-07	-0.0005380095467973	-0.0010867073870488	1.1809329450664304e-06	2.8945427244503617e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
832.447394447759	31.704229434442823	1005.1581640317906	692968.664522863	1104.9316736564783	109.81749780881457	12059.882824988988	1220874.0034493064	807.3424773819145	21.775248560412138	474.1614498677309	651801.8757851671	859.7775359782767	740.0254018047136	2.93438	132.977036	2.402733061112297	1.7470600954890758	0.1115273121	0.0967214197	-0.1563514378	0.0662336654	0.0721066157	-0.0600093055	0.0861002664	-0.2286567752	-0.1242258113	0.0121009326	0.0068021972	-0.1339163589	0.096110691	0.1639546807	-0.0624248464	-0.104625624	0.1237080186	-0.101323084	0.0417277587	0.1061272377	0.0147564364	-0.100382676	0.0013999881	0.0680319976	0.0060105603	0.0115767501	0.0799604585	0.1617707473	-0.1140594367	0.0202204062	-0.0208511458	-0.229641254	0.1026661829	-0.0469110284	-0.048416175	0.1026574998	0.0308618877	-0.0676376189	-0.0865582629	-0.2099336204	0.1123818226	-0.0908598625	0.0445298691	0.0613311467	0.005608154	-0.018462677	-0.0952813484	0.0062381065	-0.0661921373	0.081812007	0.0168882235	-0.2090749861	0.0049769505	0.057776699	0.1268343678	0.0212873201	-0.150615768	-0.0492133958	-0.0010510703	-0.0587591263	0.0587898239	-0.1721324749	-0.1545730707	0.1150613309	0.0996270376	0.0985109326	0.0966600102	0.0940880769	0.0908143174	0.0868631514	0.0822640518	0.0770513243	0.105695657462931	-0.0476977113113151	0.0022750716643375	0.0111715720065212	-0.1684020222538862	-0.2067673838883336	0.0283592410991983	0.0427527510400255	-0.5335286897131226	0.4516011215037991	0.2846528627470014	0.2039435729434891	-0.0017131912662526	-0.0302860543207966	2.935024314764187e-06	0.0009172450863222	-0.0008270430512418	0.0013150771764066	6.840002086073467e-07	1.7294279799058182e-06	-0.0028702149377709	-0.0023322053909736	5.439181985686322e-06	8.23813378900321e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.1843090784223	-3.26308536933675	10.647726127579553	687546.6184218606	1064.020630935143	-40.91104272133544	1673.713416546933	1132139.9030556194	801.2377063268902	-6.10477105502423	37.26822963426165	641981.862039976	862.6043533649851	754.3806406110383	1.494529	67.727432	0.3764080773778701	0.2080482214984291	0.0576694448	0.0620620002	-0.02456498	-0.0719315755	0.0778874846	-0.1429587294	0.0031490757	0.0445995851	0.0215779243	-0.0531266446	-0.0022607754	-0.046323528	-0.0027295539	-0.0490911049	-0.0114482948	-0.0912512426	0.0405379253	-0.0537625996	-0.1138032205	-0.0404625547	-0.0056711112	0.0436052081	0.0404631958	0.0016601474	0.0855033296	-0.0026616267	-0.00224311	0.0718294059	-0.0207960284	-0.0401986021	0.0193476825	0.0879437058	0.0205970123	-0.0409425604	-0.0271448208	0.0166018181	0.090170503	0.0243150499	0.0613866762	-0.0164630421	0.0295900914	-0.0271689523	0.0032242862	0.0974504331	-0.0880897013	-0.0136261315	-0.005109554	0.0063366789	-0.0527600338	0.1274135194	-0.131290098	-0.0476323382	-0.0270518963	0.0280684028	0.109647814	0.1325763363	-0.0002750079	-0.0321123506	-0.0278188108	-0.0565781281	-0.0824295811	0.0115788107	-0.0422845684	-0.0536874575	0.0994792142	0.0979222811	0.0953454172	0.0917754626	0.0872496007	0.0818149717	0.0755281812	0.0684547106	0.0918518344690255	-0.0138438229939054	0.0001916514350865	0.0084367594953252	-0.1480475937700589	0.0203544284838272	0.0219180900211043	0.0004143027589032	-0.636438138318475	-0.1029094486053523	0.4050535039062862	0.0105903546122576	0.0010766871054354	0.002789878371688	1.1592551230108602e-06	7.783421328812484e-06	0.0001959791522629	0.0010230222035047	3.840782812168495e-08	1.0465744288636118e-06	-0.0018971079670679	0.0009731069707029	9.469371764307688e-07	3.5990186387125006e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
831.9874282792586	2.803119200836249	7.857477254096854	692203.0808147345	1065.2485654984398	1.2279345632969123	1.5078232917391792	1134754.5062964838	807.3537909847566	6.116084657866395	37.4064915421887	651820.1438174581	855.7212074117458	755.1546095235072	1.042114	47.225388	0.4597151678965804	0.2729460843150371	0.0426498034	0.1018049674	-0.0641575983	-0.0046777414	0.1196184819	-0.073596747	0.0111319076	0.025751416	-0.0829545915	0.0054753831	-0.0279258856	-0.0546059811	0.068386748	0.0697937954	-0.0629275007	-0.0500392916	0.0674694639	-0.0818777045	-0.01019536	0.0029573199	0.0290994546	-0.0790018093	0.0656045389	0.0808728402	0.0362762518	-0.0822579268	-0.0484276436	-0.0131282005	-0.0584326458	0.0337148916	0.0035677468	-0.0852257391	0.0796962306	-0.030958978	-0.0228589567	0.0031008449	-0.0531427174	-0.0009157987	0.0644852925	-0.1220216673	0.0898119773	-0.028039866	-0.0118963293	0.0338352875	-0.0904716244	0.0115010761	-0.0653032473	0.0060913351	-0.0496857434	0.0069076557	-0.0524946226	-0.0994025512	0.0437348655	0.0611412724	0.0602689374	0.0383134107	-0.0598906491	0.0234864293	0.0429444678	-0.0891459343	0.0495555203	-0.0649032436	-0.083452253	0.07306747	0.0993068457	0.097236992	0.0938191336	0.0891006524	0.0831469612	0.0760405966	0.0678800746	0.0587785252	0.1172649217308219	0.0254130872617963	0.0006458250041756	0.0137510618685357	-0.0787852802632045	0.0692623135068544	0.0062071203861516	0.0047972680723217	-0.6986434652530846	-0.0622053269346096	0.4881026915408381	0.0038695026990416	0.0055359259046488	0.0044592387992134	3.064647562176163e-05	1.988481066841017e-05	-0.0002701210656315	-0.0004661002178944	7.296539009789712e-08	2.1724941312120722e-07	-0.0007657581803093	0.0011313497867586	1.2799523399987296e-06	5.863855907106104e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829.972576351776	-2.014851927482596	4.059628289680331	688854.4774960045	1066.1827060801772	0.934140581737438	0.872618626448759	1136745.5627444496	804.3198659611844	-3.033925023572237	9.2047010486578	646930.4467798177	859.2551996920971	756.4653865774131	1.18561	53.728199	0.3693159377351633	0.1718502172261125	0.03981829	0.0661097623	0.0248412143	-0.0149637018	0.0155203544	-0.134126823	0.0205309385	-0.0406210007	4.23963e-05	-0.0264071526	-0.0243892085	-0.037264837	0.0155954907	-0.0588855807	-0.0761129092	-0.0045667881	-0.017747425	-0.045804757	-0.0811887679	-0.0591227798	-0.0165058883	-0.0355322943	0.0533986749	-0.0290444966	0.0420817864	0.0004694183	-0.0639222393	0.0857559792	-0.0328891625	-0.0332418398	-0.0324407014	0.0548258388	0.0380844453	-0.1206239696	-0.0521555499	0.0716698406	0.067228804	0.0288775206	0.0474265015	-0.0159179981	0.0315412516	-0.0137762563	-0.0457524516	0.0527524211	-0.0549463909	-0.0277328968	0.0209771266	-0.0570796448	-0.0572207157	0.1087442657	-0.0592266314	-0.0335250835	-0.0341416274	0.0424997489	0.1152638136	0.0982992731	-0.0819272825	0.0505377763	0.0188782897	-0.0234784653	-0.2361924837	-0.0231860314	-0.0115258326	-0.1116212841	0.0991099747	0.0964557418	0.092084548	0.0860742027	0.0785316931	0.0695912797	0.0594121063	0.0481753674	0.1038317502006549	-0.013433171530167	0.0001804500973588	0.0107810323497311	-0.0902731994276138	-0.0114879191644093	0.0081492505348977	0.000131972286728	-0.6263670820671976	0.072276383185887	0.3923357214973754	0.0052238755664331	0.0074441182942984	0.0019081923896496	5.541489717950813e-05	3.641198195916652e-06	-0.0017500249114112	-0.0014799038457797	3.0625871905597783e-06	2.1901153927535463e-06	-0.002820031221974	-0.0020542730416647	4.220037729710338e-06	7.952576092908173e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
820.4939472489805	-9.47862910279548	89.84440966836145	673210.3174722127	1063.6343158999623	-2.5483901802149376	6.494292510615922	1131317.9579599807	801.1873375903601	-3.132528370824275	9.812733994018986	641901.1499151296	853.7135590735902	757.43483088875	1.372459	62.195591	0.7715909378637716	0.3374271479296479	0.004411817	0.0146292628	0.0882645088	0.0523519737	-0.0155354429	-0.0688026793	0.0113986894	0.0312180341	-0.0760229935	-0.0393129788	0.0229019185	-0.0028853223	-0.0143370803	-0.0114817758	-0.0227719085	0.0274250077	-0.0126116819	0.0052455455	-0.0428171307	0.0511468102	-0.0496625052	-0.1660510957	0.0396626243	0.1155439719	0.0500479748	0.0823479639	0.1269907446	0.109225126	-0.0061682758	0.0052167591	-0.0447203429	-0.0268768023	0.0082313935	-0.0287549585	0.0758199897	-0.0341402531	-0.1057743191	-0.0399901553	0.0181930359	-0.0632338995	0.0050179121	-0.0279879694	-0.0677669657	0.0103215897	0.0060699406	-0.0218965824	-0.0049422374	-0.097139511	-0.1052847408	0.0293944359	0.0735564412	-0.093496384	-0.0715346005	0.0128768845	0.046861181	0.03778529	-0.1077710612	0.1280656179	0.122142554	-0.0277098537	-0.2672707233	-0.1265109597	-0.0514413814	-0.3292044412	0.0988886499	0.0955793015	0.0901455117	0.0827080574	0.0734322509	0.0625242656	0.0502265533	0.0368124553	0.0494550034910048	-0.0543767467096501	0.0029568305827254	0.0024457973702952	-0.0352721562985323	0.0550010431290815	0.001244125009948	0.003025114745287	-0.4557717525864575	0.17059532948074	0.207727890455731	0.0291027664406422	0.010534857698941	0.0030907394046426	0.0001109832267369	9.552670067410494e-06	-0.0059206347595932	-0.004170609848182	3.505391595650323e-05	1.7393986505752685e-05	-0.0053910383400354	-0.0025710071180614	6.610077601122384e-06	2.906329438373164e-05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
